,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
5194,1,0,0,1,22.0,1,0,1,0,2,2,0,2,0,0,1,2,89.4,2001.5
3986,1,0,1,0,66.0,1,2,1,2,2,2,2,0,0,2,0,3,96.6,6424.25
6504,1,0,0,0,3.0,1,0,1,0,0,0,0,2,0,0,0,2,79.25,267.6
6674,1,0,0,0,7.0,1,2,2,1,1,1,1,1,1,0,0,3,23.5,173.0
6350,1,0,0,1,3.0,1,0,2,1,1,1,1,1,1,0,1,3,20.05,75.45
4536,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,69.35,69.35
4760,1,0,1,1,66.0,1,0,0,2,2,2,2,2,0,1,1,2,75.1,5013.0
7034,0,0,0,0,67.0,1,2,1,2,2,2,0,2,0,0,1,1,102.95,6886.25
3291,0,0,1,1,24.0,1,0,0,2,0,0,2,0,0,0,0,2,55.15,1319.85
6439,0,0,1,1,35.0,1,0,1,2,0,2,2,2,2,0,1,2,106.9,3756.45
3561,1,0,0,0,26.0,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2088.8
5101,1,0,0,0,17.0,1,2,1,2,2,2,2,2,0,0,1,0,106.65,1672.1
3494,0,0,1,1,9.0,1,2,1,0,0,0,0,2,0,0,1,0,85.35,754.65
3722,1,0,0,1,23.0,0,1,0,2,2,0,2,0,0,1,0,0,40.65,947.4
5672,0,0,1,0,49.0,1,2,0,2,2,2,0,0,2,1,0,2,71.8,3472.05
2096,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,2,19.3,19.3
4351,0,0,0,0,7.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,150.6
2030,1,0,0,1,2.0,1,2,0,2,2,0,0,0,0,0,0,0,60.95,134.6
1979,0,0,1,1,45.0,1,0,2,1,1,1,1,1,1,2,1,0,20.0,886.4
2909,0,0,0,0,43.0,1,0,0,0,2,0,2,0,0,1,0,2,55.45,2444.25
598,1,0,1,0,51.0,1,2,1,0,2,0,0,0,2,1,1,1,90.35,4614.55
2262,0,0,0,0,2.0,1,0,1,0,0,0,0,2,0,0,1,2,80.2,146.05
4704,1,0,0,0,1.0,1,2,0,2,2,0,0,0,0,0,0,2,61.15,61.15
1867,0,0,0,0,3.0,1,0,1,0,2,0,0,2,0,0,0,2,83.75,247.25
1963,1,0,0,0,8.0,1,0,1,0,0,0,0,0,0,0,0,0,70.7,553.4
566,1,0,1,1,15.0,1,0,1,2,0,0,2,2,2,1,0,2,101.9,1667.25
2155,0,0,1,0,30.0,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2624.25
5674,0,0,1,1,64.0,0,1,0,0,2,2,2,0,2,2,0,2,49.85,3210.35
1929,1,0,1,1,1.0,1,0,1,0,0,0,0,0,2,0,1,2,81.05,81.05
2657,0,0,0,0,29.0,1,2,0,2,0,0,0,0,2,0,1,2,66.1,1912.15
6507,0,0,1,1,58.0,1,2,1,2,2,0,0,0,2,0,1,0,93.4,5435.6
6719,1,0,1,0,72.0,1,2,2,1,1,1,1,1,1,2,0,1,25.75,1864.2
5984,1,0,1,0,14.0,1,2,1,0,0,0,0,0,2,0,1,2,85.15,1139.2
6208,1,0,1,0,61.0,1,2,0,2,2,2,2,0,2,2,1,0,80.8,4860.85
3056,1,0,1,1,50.0,1,2,0,2,0,0,2,2,0,2,1,1,70.5,3486.65
6041,0,0,0,0,5.0,1,0,2,1,1,1,1,1,1,0,0,3,19.95,109.6
5921,0,0,0,0,27.0,1,0,0,0,2,2,2,2,2,1,0,3,78.2,2078.95
4317,0,0,0,1,3.0,1,0,2,1,1,1,1,1,1,1,1,1,20.55,57.4
766,1,0,0,0,22.0,1,2,1,0,2,0,0,0,0,0,1,3,78.85,1600.25
5924,1,0,1,1,62.0,1,0,2,1,1,1,1,1,1,2,0,1,20.65,1218.45
456,1,0,1,1,28.0,1,0,1,0,2,2,2,2,0,1,0,0,92.9,2768.35
6663,0,0,0,0,1.0,1,0,0,0,0,0,0,2,0,0,1,2,54.65,54.65
2118,0,0,1,1,22.0,1,0,1,0,0,0,0,0,2,0,1,2,80.15,1790.65
6072,0,0,1,1,13.0,1,0,2,1,1,1,1,1,1,0,0,3,18.8,251.25
3836,0,0,1,0,64.0,1,2,0,0,0,2,2,0,0,1,0,0,58.35,3756.45
1974,1,0,1,0,11.0,1,2,1,0,0,0,0,0,0,0,1,2,74.95,825.7
200,0,0,1,0,27.0,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2681.15
1857,0,0,1,0,65.0,1,0,0,2,0,2,2,0,0,2,0,1,58.9,3857.1
5663,0,0,1,1,37.0,1,2,1,0,0,0,0,2,2,0,1,2,95.25,3314.15
4228,1,0,1,1,1.0,1,0,1,0,0,0,0,0,0,0,1,2,68.5,68.5
5952,0,0,0,1,4.0,1,2,2,1,1,1,1,1,1,0,1,3,25.45,84.2
5761,0,0,1,1,48.0,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1978.65
5728,0,0,0,0,13.0,1,2,1,0,2,2,2,0,0,0,0,2,89.4,1132.35
10,1,0,1,1,13.0,1,0,0,2,0,0,0,0,0,0,1,3,49.95,587.45
4455,0,0,0,0,1.0,1,0,0,0,0,2,0,0,0,0,1,3,50.45,50.45
3347,1,0,1,1,23.0,1,0,2,1,1,1,1,1,1,2,0,3,20.9,454.0
5130,1,0,0,0,8.0,0,1,0,2,0,0,0,0,0,0,1,2,30.45,226.45
4434,0,0,1,0,16.0,1,2,1,2,2,2,0,0,0,0,0,2,90.7,1374.9
6024,0,0,1,0,3.0,1,2,1,0,2,0,0,0,2,0,1,1,91.5,242.95
4427,0,0,0,0,49.0,1,0,1,0,0,2,2,2,2,2,0,1,100.65,4917.75
6116,0,0,0,0,48.0,1,2,0,0,2,2,2,2,0,1,1,0,73.85,3581.4
1520,0,0,1,0,3.0,1,0,2,1,1,1,1,1,1,0,1,3,19.6,55.25
5201,1,0,0,0,9.0,1,0,2,1,1,1,1,1,1,1,1,2,19.9,164.6
6481,0,0,1,1,5.0,1,0,1,0,0,0,0,0,0,0,0,1,69.95,320.4
3140,1,0,0,0,14.0,1,0,1,0,0,2,0,0,0,0,0,2,76.45,1117.55
5995,1,0,1,1,72.0,1,0,1,2,2,2,2,2,2,2,0,0,111.95,8033.1
6510,0,0,1,1,46.0,1,2,1,2,0,2,2,0,2,2,0,3,99.65,4630.2
4962,0,0,1,1,17.0,1,0,0,2,2,0,0,2,2,0,0,3,74.55,1215.8
5202,1,0,1,1,59.0,1,2,1,2,2,0,2,2,2,2,1,3,111.1,6555.2
3930,0,0,1,1,67.0,1,2,1,2,0,2,2,2,2,1,1,2,109.4,7281.6
975,1,0,0,0,71.0,1,2,1,2,0,2,2,2,2,2,1,2,108.05,7532.15
3055,1,0,0,1,49.0,1,2,1,0,0,0,0,0,0,0,0,1,75.2,3678.3
5100,0,0,0,0,1.0,1,0,1,0,0,2,0,0,0,0,0,2,75.3,75.3
543,1,0,0,0,10.0,1,2,1,0,0,0,0,2,0,0,1,0,86.05,834.1
377,0,0,1,0,25.0,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2566.5
2507,1,0,1,0,71.0,1,2,2,1,1,1,1,1,1,2,1,2,24.5,1816.2
3406,0,0,0,0,31.0,1,0,2,1,1,1,1,1,1,1,0,3,20.95,683.25
4638,0,0,0,0,2.0,1,2,1,0,0,0,0,0,0,0,1,2,75.55,166.3
3589,1,0,1,1,31.0,1,2,0,0,0,0,0,0,2,0,0,0,59.7,1825.5
4696,0,0,0,0,59.0,1,0,1,0,0,2,0,2,2,2,0,2,95.8,5655.45
3596,0,0,0,0,3.0,1,0,0,2,2,0,0,0,0,0,0,2,55.35,165.2
4971,0,0,0,0,18.0,1,0,2,1,1,1,1,1,1,0,1,3,19.55,389.25
4362,0,0,1,0,49.0,1,0,2,1,1,1,1,1,1,1,0,1,20.7,1032.05
5880,1,0,0,0,3.0,0,1,0,0,2,0,0,0,0,0,1,2,29.6,79.45
4692,0,0,1,1,16.0,1,0,1,2,0,2,0,2,2,0,0,0,100.7,1522.7
4551,1,0,1,1,56.0,1,2,1,0,2,0,2,2,0,0,1,1,96.95,5432.2
5557,0,0,0,0,5.0,1,0,1,0,0,0,0,2,0,0,0,2,80.2,384.25
6287,1,0,0,0,26.0,1,2,1,0,0,0,0,0,2,0,1,2,83.95,2254.2
2174,0,0,0,0,19.0,1,0,2,1,1,1,1,1,1,1,0,1,20.25,383.65
780,1,0,1,1,71.0,1,0,0,0,2,0,2,2,2,2,1,1,73.35,5154.5
5322,0,0,1,0,26.0,1,0,0,0,2,2,2,2,2,0,0,0,81.9,2078.55
5396,0,0,0,1,35.0,1,0,2,1,1,1,1,1,1,1,1,1,20.1,644.5
4801,0,0,1,1,72.0,1,2,0,2,2,2,2,0,2,2,0,0,80.85,5824.75
4539,1,0,1,1,67.0,1,2,0,2,0,2,0,2,2,2,1,2,79.7,5293.4
1233,0,0,1,1,70.0,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1685.9
2188,0,0,0,0,29.0,0,1,0,0,0,0,2,0,0,0,1,2,31.2,926.2
632,1,0,1,1,72.0,1,2,0,2,2,2,2,2,2,2,0,1,89.85,6562.9
3266,0,0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,0,20.1,1460.85
4069,1,0,1,1,68.0,1,0,1,2,0,0,2,2,2,2,1,2,99.55,6668.0
4225,1,0,1,0,8.0,1,0,2,1,1,1,1,1,1,0,0,3,20.25,158.35
216,1,0,1,1,72.0,0,1,0,2,2,2,2,0,0,2,0,1,45.25,3139.8
2017,1,0,1,0,38.0,1,0,2,1,1,1,1,1,1,2,0,0,20.4,743.5
5278,0,0,1,1,56.0,1,2,1,2,0,2,2,2,2,0,1,3,109.6,5953.0
2816,0,0,1,0,72.0,1,2,1,2,2,2,0,2,2,2,1,2,109.55,8165.1
1395,1,0,1,0,41.0,1,2,0,0,0,2,0,2,2,1,1,2,73.0,3001.2
4075,1,0,0,0,53.0,0,1,0,2,2,0,0,0,2,0,1,0,46.3,2546.85
3800,0,0,0,1,66.0,1,2,1,2,0,2,2,0,0,2,1,1,90.95,5930.05
767,1,0,0,0,14.0,1,0,2,1,1,1,1,1,1,1,0,0,20.4,275.7
5445,1,0,1,1,62.0,1,2,1,0,0,2,0,2,0,2,1,1,89.1,5411.65
538,0,0,1,0,69.0,1,0,1,0,2,0,0,2,2,1,1,1,95.65,6744.2
3344,1,0,0,0,10.0,1,2,1,0,0,0,0,0,0,0,1,3,74.15,811.8
5077,0,0,1,1,7.0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,144.15
2895,0,0,1,0,37.0,1,0,2,1,1,1,1,1,1,1,1,0,19.85,717.5
5824,1,0,1,1,66.0,1,2,0,0,2,2,0,2,2,2,0,0,79.85,5234.95
2558,0,0,0,0,38.0,1,0,2,1,1,1,1,1,1,1,0,3,20.05,678.2
4955,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,3,69.4,69.4
3329,0,0,1,0,18.0,1,0,0,0,0,0,2,0,0,0,1,3,50.3,908.75
4734,1,0,1,1,39.0,1,0,0,2,0,2,2,2,2,1,0,1,80.0,3182.95
1812,1,0,1,0,17.0,1,0,1,0,0,2,0,2,2,1,1,0,96.65,1588.25
5808,1,0,1,0,72.0,1,2,1,0,2,2,2,2,2,2,1,2,108.4,7719.5
496,1,0,1,0,28.0,1,0,0,2,2,0,2,0,0,0,0,3,60.9,1785.65
1830,1,0,0,1,32.0,1,0,2,1,1,1,1,1,1,2,0,3,20.5,696.8
6721,0,0,1,1,49.0,1,2,0,0,2,0,2,2,2,2,0,0,79.3,3902.45
3394,1,0,0,0,26.0,1,2,0,2,2,0,0,0,0,1,0,2,61.55,1581.95
633,1,0,0,0,10.0,1,0,2,1,1,1,1,1,1,1,0,3,20.35,176.3
4648,1,0,0,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,70.3,144.0
6586,0,0,1,1,45.0,1,2,2,1,1,1,1,1,1,2,1,1,24.65,1171.3
709,1,0,1,1,29.0,1,2,0,0,2,2,0,2,2,0,0,1,80.1,2211.8
804,1,0,0,0,6.0,1,0,1,0,2,0,0,2,0,0,1,2,85.35,489.45
5375,0,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,1,2,50.8,50.8
5246,0,0,0,0,2.0,1,0,1,0,0,0,0,2,0,0,1,2,79.75,164.5
2162,1,0,1,0,28.0,1,2,1,0,2,2,0,2,0,0,0,1,96.6,2684.35
677,0,0,0,0,2.0,0,1,0,0,0,0,0,0,2,0,1,2,34.7,62.25
3173,0,0,1,0,17.0,1,0,2,1,1,1,1,1,1,1,0,3,19.35,307.0
945,0,0,0,0,3.0,1,2,1,0,0,0,0,0,0,0,0,0,74.4,215.8
812,0,0,1,0,42.0,1,2,2,1,1,1,1,1,1,2,0,2,25.25,1108.2
5038,0,0,0,0,10.0,1,0,2,1,1,1,1,1,1,1,1,3,19.3,185.2
1080,1,0,0,0,32.0,1,0,2,1,1,1,1,1,1,2,1,0,20.05,614.45
6692,0,0,0,0,41.0,1,2,0,2,0,2,2,0,2,0,1,0,74.65,3090.65
5118,0,0,1,0,42.0,1,2,1,0,0,2,2,0,0,0,1,1,85.9,3729.75
3868,0,0,1,1,21.0,1,0,1,0,2,0,0,0,0,0,1,0,74.05,1565.7
2493,0,0,1,0,6.0,1,2,1,0,2,0,0,0,2,0,1,2,90.75,512.25
1171,1,0,1,0,60.0,1,0,1,0,2,0,0,2,2,1,1,2,94.4,5610.25
3049,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,0,2,19.75,58.85
6919,1,0,0,0,54.0,1,2,1,0,0,2,0,0,2,0,0,1,89.4,4869.5
5028,0,0,0,0,72.0,1,0,1,2,2,2,2,2,2,2,1,2,109.9,7624.2
3392,0,0,1,1,58.0,1,0,0,0,0,0,0,0,0,1,1,3,44.1,2413.05
6697,0,0,0,0,30.0,1,2,0,2,0,2,0,2,2,1,1,1,79.3,2427.1
1220,1,0,0,0,17.0,1,2,0,2,0,0,0,0,2,0,0,0,65.75,1111.2
6277,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,33.2
6976,0,0,1,0,62.0,1,0,0,2,2,2,0,2,0,2,1,1,72.0,4284.2
6427,1,0,0,0,41.0,1,0,2,1,1,1,1,1,1,2,0,3,20.15,802.35
5427,0,0,0,0,31.0,1,2,1,2,0,2,0,0,0,0,1,1,84.75,2613.4
5112,0,0,0,0,7.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,164.85
1712,0,0,0,0,29.0,1,2,0,0,2,0,0,0,0,1,1,2,55.25,1620.2
485,1,0,1,1,72.0,1,2,1,0,0,0,0,0,2,2,1,1,84.5,6130.85
4684,1,0,0,0,69.0,1,0,1,0,2,2,2,2,2,1,1,0,104.05,7262.0
2047,1,0,0,0,3.0,1,0,0,2,0,2,0,2,2,0,1,2,77.4,206.15
5181,1,0,1,1,72.0,1,2,0,2,2,2,2,2,2,2,1,1,90.8,6397.6
1634,1,0,1,1,63.0,0,1,0,2,2,2,0,2,2,2,0,2,59.0,3707.6
6923,0,0,1,0,53.0,1,2,0,2,2,2,0,0,2,1,0,0,74.1,3833.95
3955,1,0,1,0,29.0,0,1,0,0,0,0,0,2,2,0,1,2,45.9,1332.4
3855,1,0,1,1,53.0,1,0,0,0,2,0,2,2,0,0,0,1,65.0,3363.8
5790,0,0,1,1,40.0,0,1,0,0,2,0,0,2,2,0,1,2,50.85,2036.55
4694,1,0,1,1,13.0,1,0,2,1,1,1,1,1,1,0,1,3,19.85,252.0
3217,0,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,1,3,20.45,42.45
152,0,0,1,1,70.0,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55
436,1,0,1,0,36.0,1,0,2,1,1,1,1,1,1,1,0,0,20.85,720.05
7012,0,0,1,0,62.0,1,2,0,2,2,0,2,2,2,2,1,2,84.95,5150.55
5300,0,0,1,1,1.0,1,0,1,0,0,0,0,2,0,0,1,3,80.05,80.05
6,1,0,0,1,22.0,1,2,1,0,2,0,0,2,0,0,1,1,89.1,1949.4
2766,0,0,1,0,64.0,1,2,1,2,2,2,2,2,2,1,1,2,115.0,7396.15
3874,0,0,0,0,9.0,1,0,0,0,0,0,0,0,0,0,1,2,43.75,405.7
6465,0,0,1,1,59.0,1,0,2,1,1,1,1,1,1,2,0,3,20.6,1286.0
1174,0,0,0,0,14.0,1,2,0,0,2,0,0,0,0,1,1,3,54.25,773.2
5994,0,0,0,0,42.0,1,2,1,2,0,2,0,2,2,0,1,2,105.2,4400.75
3037,1,0,0,0,32.0,1,0,2,1,1,1,1,1,1,1,0,1,20.35,707.5
842,0,0,1,1,12.0,1,0,2,1,1,1,1,1,1,1,0,0,19.8,229.6
2951,1,0,1,0,20.0,1,0,0,2,0,0,2,0,2,1,1,3,64.15,1274.45
489,1,0,0,1,1.0,1,2,1,0,0,0,0,0,0,0,1,2,74.35,74.35
6608,1,0,0,0,22.0,1,0,0,0,2,0,2,0,0,1,1,1,55.15,1193.05
1250,0,0,1,0,56.0,1,2,1,0,0,2,2,2,2,2,0,0,103.2,5744.35
4410,0,0,1,0,16.0,1,0,1,0,2,0,0,2,2,0,1,0,94.65,1461.15
4236,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,1,19.95,19.95
3106,0,0,0,0,50.0,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1023.95
2713,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,20.45,20.45
3358,1,0,0,0,27.0,1,0,0,2,0,0,2,0,0,0,0,3,53.45,1461.45
5066,1,0,1,0,44.0,0,1,0,0,2,2,0,2,2,2,0,0,54.3,2390.45
120,0,0,1,1,56.0,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45
2479,1,0,1,1,56.0,1,2,0,2,2,0,2,0,2,2,1,1,75.85,4261.2
524,1,0,1,0,34.0,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3480.0
3934,0,0,0,1,10.0,0,1,0,2,2,0,2,0,0,1,0,3,40.25,411.45
1055,0,0,0,0,36.0,1,0,2,1,1,1,1,1,1,1,0,3,19.55,620.75
6679,0,0,1,0,60.0,0,1,0,2,2,0,2,0,0,2,0,0,37.7,2288.7
5564,1,0,0,0,35.0,1,2,0,2,0,0,0,0,0,2,0,3,55.25,1924.1
1702,0,0,1,0,21.0,1,2,1,2,0,2,0,2,2,0,1,0,104.4,2200.25
2976,1,0,0,1,19.0,1,2,2,1,1,1,1,1,1,0,1,1,24.1,439.2
4457,1,0,1,1,22.0,1,0,1,2,0,0,0,0,0,0,0,0,75.0,1573.95
4527,0,0,0,0,39.0,1,0,1,0,0,2,2,0,0,2,1,2,80.45,3201.55
2210,0,0,0,0,69.0,1,2,1,0,0,2,2,2,2,2,0,2,104.0,7028.5
4042,1,0,0,0,5.0,1,0,0,0,2,0,0,0,0,0,1,2,51.35,262.3
108,1,0,0,0,43.0,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3921.3
672,0,0,0,0,1.0,1,2,1,0,0,0,0,0,0,0,1,3,75.05,75.05
6261,1,0,1,1,62.0,1,0,2,1,1,1,1,1,1,2,0,0,20.45,1297.35
2263,0,0,0,0,6.0,1,0,1,2,2,2,2,0,2,0,1,0,98.15,567.45
1035,1,0,0,0,66.0,1,2,2,1,1,1,1,1,1,2,0,3,25.1,1697.7
6938,0,0,1,1,67.0,1,2,0,0,0,2,2,0,2,2,1,0,69.9,4615.9
6051,1,0,0,0,16.0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,275.7
3528,1,0,0,0,16.0,1,0,2,1,1,1,1,1,1,0,1,3,19.7,342.4
4573,1,0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,2,20.55,1432.55
3576,0,0,1,1,72.0,1,2,2,1,1,1,1,1,1,1,1,0,23.3,1623.15
3933,1,0,0,0,9.0,1,0,2,1,1,1,1,1,1,0,0,1,19.7,180.7
3169,1,0,1,1,52.0,1,0,0,0,2,2,2,2,0,1,1,2,68.75,3482.85
1758,0,0,0,0,68.0,1,0,2,1,1,1,1,1,1,2,0,0,20.05,1386.9
6360,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,20.3,20.3
3297,0,0,1,0,42.0,1,2,0,2,0,2,2,2,2,2,0,1,84.35,3571.6
3420,0,0,0,0,26.0,1,2,0,2,2,0,0,2,0,0,1,0,69.5,1800.05
2974,1,0,0,0,28.0,1,2,1,2,2,0,0,0,2,0,1,1,94.5,2659.4
3431,1,0,1,0,24.0,1,2,1,0,0,2,0,2,2,0,1,2,101.05,2391.8
704,1,0,0,0,4.0,1,0,0,0,2,0,0,0,0,0,0,3,49.25,208.45
2812,1,0,1,0,66.0,1,2,1,0,2,0,2,2,2,1,1,2,104.05,6890.0
3882,1,0,0,0,4.0,1,0,0,0,0,0,0,0,0,0,1,1,44.8,176.2
1893,1,0,0,1,16.0,1,2,0,2,2,0,0,0,2,0,1,2,69.1,1083.7
6381,1,0,0,1,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55
2854,1,0,1,1,17.0,1,2,0,2,0,2,0,2,0,1,1,0,70.35,1201.65
3053,1,0,1,1,65.0,1,2,1,0,0,2,2,2,2,2,1,0,104.1,6700.05
3384,0,0,1,1,4.0,1,0,1,0,0,2,0,0,0,0,1,2,73.75,325.45
6136,0,0,1,1,46.0,1,0,2,1,1,1,1,1,1,2,0,0,20.25,890.35
19,0,0,0,0,21.0,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1862.9
1841,0,0,1,0,56.0,1,2,2,1,1,1,1,1,1,1,0,2,24.3,1261.7
136,0,0,0,0,23.0,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1778.5
1151,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,2,18.85,18.85
6149,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,1,0,3,25.85,25.85
1368,1,0,0,0,54.0,1,0,1,2,0,2,2,0,0,1,0,2,84.4,4484.05
6546,1,0,0,0,24.0,1,0,0,2,0,0,0,0,0,0,1,2,51.15,1275.7
3937,0,0,0,0,4.0,1,0,2,1,1,1,1,1,1,0,1,1,20.15,68.45
3545,0,0,0,0,50.0,1,2,1,0,0,0,0,2,2,0,1,2,95.7,4729.75
1190,1,0,0,0,38.0,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3887.25
6421,0,0,0,0,21.0,1,0,0,2,2,0,2,2,0,2,0,1,71.05,1524.85
6597,0,0,0,0,7.0,1,0,0,0,0,0,2,2,2,0,1,1,70.75,450.8
4685,0,0,1,0,46.0,1,2,1,0,2,2,2,2,2,2,1,1,108.9,4854.3
3246,1,0,0,0,3.0,1,0,0,0,0,0,0,2,0,0,0,3,55.15,159.15
3798,1,0,0,0,42.0,1,2,1,0,0,0,2,2,2,0,1,2,100.3,4222.95
6557,0,0,0,0,33.0,1,2,1,0,2,0,0,2,2,0,1,2,100.0,3320.6
1660,1,0,1,0,47.0,1,2,2,1,1,1,1,1,1,0,0,2,25.4,1139.2
5617,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.75,44.2
6651,0,0,0,0,29.0,1,2,0,2,2,0,2,0,0,0,0,3,67.45,1801.1
6166,0,0,1,1,31.0,1,2,1,0,0,2,2,2,2,0,1,2,104.2,3243.45
995,0,0,0,0,35.0,1,2,1,0,2,0,2,0,0,0,0,1,85.3,2917.5
1092,1,0,1,0,70.0,1,0,0,2,2,2,2,0,0,2,0,1,64.95,4523.25
3746,0,0,1,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,68.95,68.95
5397,1,0,0,0,6.0,1,0,1,0,2,0,0,2,0,0,1,2,84.85,523.5
1145,0,0,1,0,32.0,1,0,1,2,0,0,0,0,0,0,1,0,75.5,2324.7
6645,0,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.1,39.8
3532,0,0,0,0,15.0,1,0,0,0,0,2,0,0,2,0,1,2,59.45,892.65
716,0,0,1,0,71.0,0,1,0,0,2,2,2,2,2,2,0,0,58.25,4145.9
5579,0,0,1,1,70.0,1,2,1,2,2,2,2,0,0,2,0,0,93.9,6579.05
1378,0,0,1,1,58.0,1,2,0,0,2,0,0,2,0,0,1,0,66.8,3970.4
4530,0,0,1,0,67.0,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1335.2
4374,1,0,1,1,71.0,1,0,2,1,1,1,1,1,1,2,1,0,19.6,1387.45
2389,1,0,1,1,71.0,1,2,0,2,0,2,2,2,2,1,0,2,85.45,6300.85
1662,1,0,0,0,5.0,1,0,1,0,0,0,0,0,0,0,1,2,69.75,324.6
1271,0,0,0,0,53.0,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2879.2
5531,1,0,1,1,68.0,0,1,0,2,2,0,0,2,0,1,0,3,44.8,2983.65
2332,0,0,1,0,47.0,1,0,0,2,0,2,0,2,0,1,1,1,66.05,3021.45
3041,1,0,0,1,1.0,1,0,0,0,2,0,0,0,0,0,1,2,49.9,49.9
5021,0,0,1,1,23.0,1,2,1,2,0,0,0,0,0,1,0,1,81.85,1810.85
3961,0,0,0,0,8.0,0,1,0,0,2,0,0,0,0,0,1,3,29.25,226.95
2627,0,0,0,0,33.0,1,2,2,1,1,1,1,1,1,2,0,1,25.7,826.1
443,0,0,0,1,18.0,1,2,0,2,0,0,0,0,2,0,0,2,64.8,1166.7
5521,1,0,0,0,59.0,1,0,0,0,0,2,2,2,0,0,1,2,64.65,3735.45
6068,0,0,0,1,12.0,1,0,0,0,0,0,0,0,0,0,1,2,44.55,480.6
204,1,0,0,0,44.0,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2958.95
5707,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,2,45.55,84.4
5922,1,0,1,1,72.0,1,2,1,2,0,2,0,2,2,2,0,0,105.25,7609.75
278,1,0,0,0,14.0,0,1,0,0,0,2,2,2,2,0,1,2,55.0,771.95
2147,1,0,0,0,18.0,1,0,2,1,1,1,1,1,1,0,0,2,19.0,348.8
383,1,0,0,0,1.0,1,2,1,0,2,0,0,0,2,0,1,1,90.85,90.85
1143,1,0,1,0,18.0,1,2,0,0,2,0,0,0,0,0,0,1,56.8,1074.65
1186,0,0,1,0,58.0,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3478.75
3940,1,0,0,0,19.0,0,1,0,0,0,0,0,0,0,0,1,0,25.15,468.35
4470,1,0,0,0,7.0,1,0,0,0,0,0,0,0,0,0,1,0,44.65,322.5
6310,0,0,0,0,60.0,0,1,0,2,0,2,0,0,2,1,1,2,44.45,2773.9
3226,1,0,0,0,7.0,1,0,2,1,1,1,1,1,1,0,0,3,20.75,141.1
1784,0,0,0,0,4.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,77.5
5832,1,0,1,1,20.0,1,0,1,0,0,0,0,0,0,0,1,2,70.45,1470.95
1496,1,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,1,2,20.25,61.45
5608,0,0,1,1,13.0,1,0,0,2,0,0,2,0,0,1,0,0,54.15,701.05
3887,1,0,0,0,11.0,1,0,1,0,2,0,0,0,0,0,0,2,74.95,815.5
4981,1,0,0,0,14.0,0,1,0,0,0,2,0,2,2,0,1,2,50.75,712.75
2325,0,0,1,1,4.0,1,0,2,1,1,1,1,1,1,0,1,2,19.95,82.9
4201,0,0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,0,19.55,1463.45
